match_id,radiant_team_id,radiant_team_name,dire_team_id,dire_team_name,radiant_win,radiant_player_1_hero_id,radiant_player_1_hero_name,radiant_player_1_hero_winrate,radiant_hero_1_1_counter_pick,radiant_hero_1_2_counter_pick,radiant_hero_1_3_counter_pick,radiant_hero_1_4_counter_pick,radiant_hero_1_5_counter_pick,radiant_player_2_hero_id,radiant_player_2_hero_name,radiant_player_2_hero_winrate,radiant_hero_2_1_counter_pick,radiant_hero_2_2_counter_pick,radiant_hero_2_3_counter_pick,radiant_hero_2_4_counter_pick,radiant_hero_2_5_counter_pick,radiant_player_3_hero_id,radiant_player_3_hero_name,radiant_player_3_hero_winrate,radiant_hero_3_1_counter_pick,radiant_hero_3_2_counter_pick,radiant_hero_3_3_counter_pick,radiant_hero_3_4_counter_pick,radiant_hero_3_5_counter_pick,radiant_player_4_hero_id,radiant_player_4_hero_name,radiant_player_4_hero_winrate,radiant_hero_4_1_counter_pick,radiant_hero_4_2_counter_pick,radiant_hero_4_3_counter_pick,radiant_hero_4_4_counter_pick,radiant_hero_4_5_counter_pick,radiant_player_5_hero_id,radiant_player_5_hero_name,radiant_player_5_hero_winrate,radiant_hero_5_1_counter_pick,radiant_hero_5_2_counter_pick,radiant_hero_5_3_counter_pick,radiant_hero_5_4_counter_pick,radiant_hero_5_5_counter_pick,dire_player_1_hero_id,dire_player_1_hero_name,dire_player_1_hero_winrate,dire_hero_1_1_counter_pick,dire_hero_1_2_counter_pick,dire_hero_1_3_counter_pick,dire_hero_1_4_counter_pick,dire_hero_1_5_counter_pick,dire_player_2_hero_id,dire_player_2_hero_name,dire_player_2_hero_winrate,dire_hero_2_1_counter_pick,dire_hero_2_2_counter_pick,dire_hero_2_3_counter_pick,dire_hero_2_4_counter_pick,dire_hero_2_5_counter_pick,dire_player_3_hero_id,dire_player_3_hero_name,dire_player_3_hero_winrate,dire_hero_3_1_counter_pick,dire_hero_3_2_counter_pick,dire_hero_3_3_counter_pick,dire_hero_3_4_counter_pick,dire_hero_3_5_counter_pick,dire_player_4_hero_id,dire_player_4_hero_name,dire_player_4_hero_winrate,dire_hero_4_1_counter_pick,dire_hero_4_2_counter_pick,dire_hero_4_3_counter_pick,dire_hero_4_4_counter_pick,dire_hero_4_5_counter_pick,dire_player_5_hero_id,dire_player_5_hero_name,dire_player_5_hero_winrate,dire_hero_5_1_counter_pick,dire_hero_5_2_counter_pick,dire_hero_5_3_counter_pick,dire_hero_5_4_counter_pick,dire_hero_5_5_counter_pick
7484575133,9247354,Team Falcons,7422789,9Pandas,True,113,Arc Warden,0.5087719298245614,0.3888888888888889,0.2777777777777778,0.3888888888888889,0.3333333333333333,0.5454545454545454,54,Lifestealer,0.4595744680851064,0.5675675675675675,0.4507042253521127,0.5384615384615384,0.39285714285714285,0.3877551020408163,13,Puck,0.5209125475285171,0.4322033898305085,0.5833333333333334,0.4142857142857143,0.5,0.3939393939393939,4,Bloodseeker,0.5949367088607594,0.4318181818181818,0.53125,0.42857142857142855,0.6,0.47368421052631576,26,Lion,0.4669421487603306,0.3931034482758621,0.4028776978417266,0.46956521739130436,0.46788990825688076,0.5301204819277109,43,Death Prophet,0.4017094017094017,0.5899280575539568,0.5909090909090909,0.5892857142857143,0.4375,0.5555555555555556,102,Abaddon,0.5133689839572193,0.6,0.5352112676056338,0.5714285714285714,0.5238095238095238,0.5555555555555556,138,Muerta,0.49714285714285716,0.559322033898305,0.42342342342342343,0.5229357798165137,0.5454545454545454,0.36363636363636365,76,Outworld Devourer,0.49324324324324326,0.5217391304347826,0.48484848484848486,0.4461538461538462,0.35,0.6,50,Dazzle,0.4397163120567376,0.40625,0.4578313253012048,0.5918367346938775,0.47368421052631576,0.6666666666666666
7484697696,8291895,Tundra Esports,2163,Team Liquid,False,25,Lina,0.4763636363636364,0.48490945674044267,0.5776699029126213,0.43258426966292135,0.4797687861271676,0.46808510638297873,67,Spectre,0.5076923076923077,0.4573170731707317,0.42483660130718953,0.4247787610619469,0.44545454545454544,0.4657534246575342,45,Pugna,0.5,0.47307692307692306,0.5245098039215687,0.48214285714285715,0.5063291139240507,0.5144927536231884,42,Wraith King,0.4573170731707317,0.5175438596491229,0.47928994082840237,0.5535714285714286,0.4305555555555556,0.5125,63,Weaver,0.4897959183673469,0.47843137254901963,0.5168067226890757,0.5213270142180095,0.5125628140703518,0.49748743718592964,83,Treant Protector,0.5431034482758621,0.5025125628140703,0.5674157303370787,0.5694444444444444,0.4855072463768116,0.5545454545454546,71,Spirit Breaker,0.4878048780487805,0.4786729857819905,0.4223300970873786,0.44642857142857145,0.4936708860759494,0.5752212389380531,120,Pangolier,0.5228758169934641,0.4831932773109244,0.5202312138728323,0.5178571428571429,0.4875,0.5342465753424658,138,Muerta,0.49714285714285716,0.47549019607843135,0.4824120603015075,0.514792899408284,0.5686274509803921,0.5319148936170213,48,Luna,0.5332197614991482,0.5130784708249497,0.5269230769230769,0.5215686274509804,0.4824561403508772,0.5426829268292683
7484590835,9247354,Team Falcons,7422789,9Pandas,True,47,Viper,0.4398148148148148,0.5308641975308642,0.4782608695652174,0.4883720930232558,0.6060606060606061,0.625,89,Naga Siren,0.4782608695652174,0.5052631578947369,0.5411764705882353,0.5645161290322581,0.6379310344827587,0.5,49,Dragon Knight,0.47719298245614034,0.5167095115681234,0.48184818481848185,0.47619047619047616,0.41007194244604317,0.3627450980392157,58,Enchantress,0.4918032786885246,0.525974025974026,0.6102941176470589,0.49514563106796117,0.5339805825242718,0.5245901639344263,96,Centaur Warrunner,0.5163043478260869,0.5172413793103449,0.5343283582089552,0.562962962962963,0.4878048780487805,0.4962962962962963,46,Templar Assassin,0.4785714285714286,0.4827586206896552,0.5181518151815182,0.474025974025974,0.4588235294117647,0.4567901234567901,22,Zeus,0.4900990099009901,0.4832904884318766,0.4626865671641791,0.3897058823529412,0.43548387096774194,0.5217391304347826,3,Bane,0.581081081081081,0.4962962962962963,0.6372549019607843,0.47540983606557374,0.5,0.375,83,Treant Protector,0.5431034482758621,0.43703703703703706,0.5899280575539568,0.46601941747572817,0.49473684210526314,0.5116279069767442,73,Alchemist,0.5642201834862385,0.5121951219512195,0.5238095238095238,0.5048543689320388,0.3620689655172414,0.3939393939393939
7484497341,2163,Team Liquid,5,G2 x iG,False,83,Treant Protector,0.5431034482758621,0.5232558139534884,0.5064102564102564,0.5142857142857142,0.4732142857142857,0.5545454545454546,42,Wraith King,0.4573170731707317,0.47928994082840237,0.5178571428571429,0.49295774647887325,0.5752212389380531,0.4673913043478261,25,Lina,0.4763636363636364,0.5252918287937743,0.4979757085020243,0.47572815533980584,0.46808510638297873,0.425531914893617,26,Lion,0.4669421487603306,0.4826388888888889,0.4684014869888476,0.47572815533980584,0.46788990825688076,0.4794520547945205,10,Morphling,0.45933014354066987,0.5056179775280899,0.46875,0.4147465437788018,0.47019867549668876,0.5368421052631579,67,Spectre,0.5076923076923077,0.44545454545454544,0.4631578947368421,0.574468085106383,0.532608695652174,0.5205479452054794,97,Magnus,0.5526315789473685,0.5173611111111112,0.53125,0.5242718446601942,0.5070422535211268,0.4857142857142857,69,Doom,0.4712041884816754,0.5315985130111525,0.5020242914979757,0.5852534562211982,0.48214285714285715,0.5267857142857143,138,Muerta,0.49714285714285716,0.514792899408284,0.4935897435897436,0.5298013245033113,0.5319148936170213,0.5229357798165137,110,Phoenix,0.5512820512820513,0.4943820224719101,0.47470817120622566,0.5242718446601942,0.47674418604651164,0.415929203539823
7484233457,8599101,Gaimin Gladiators,8668460,Blacklist Rivalry ,True,53,Nature's Prophet,0.46511627906976744,0.5454545454545454,0.521551724137931,0.5473684210526316,0.5901639344262295,0.5255474452554745,48,Luna,0.5332197614991482,0.5324947589098532,0.5232558139534884,0.5476190476190477,0.5109170305676856,0.5426829268292683,42,Wraith King,0.4573170731707317,0.47928994082840237,0.5535714285714286,0.4305555555555556,0.576271186440678,0.4673913043478261,121,Grimstroke,0.47023809523809523,0.4820846905537459,0.42033898305084744,0.5390070921985816,0.4675925925925926,0.5181347150259067,120,Pangolier,0.5228758169934641,0.5515873015873016,0.5494505494505495,0.4485294117647059,0.5433070866141733,0.5342465753424658,98,Timbersaw,0.5031055900621118,0.46750524109014674,0.44841269841269843,0.45454545454545453,0.5324074074074074,0.423728813559322,138,Muerta,0.49714285714285716,0.5146579804560261,0.4890829694323144,0.45263157894736844,0.514792899408284,0.4566929133858268,71,Spirit Breaker,0.4878048780487805,0.47674418604651164,0.46099290780141844,0.4098360655737705,0.45054945054945056,0.44642857142857145,67,Spectre,0.5076923076923077,0.48186528497409326,0.4573170731707317,0.4744525547445255,0.532608695652174,0.4657534246575342,83,Treant Protector,0.5431034482758621,0.5796610169491525,0.4523809523809524,0.47844827586206895,0.5694444444444444,0.5514705882352942
7482877412,8255888,BetBoom Team,8599101,Gaimin Gladiators,True,21,Windranger,0.3716216216216216,0.526508226691042,0.5102639296187683,0.546875,0.5514705882352942,0.5785123966942148,59,Huskar,0.5725806451612904,0.5070422535211268,0.47692307692307695,0.5471698113207547,0.4444444444444444,0.5,96,Centaur Warrunner,0.5163043478260869,0.5294117647058824,0.5401459854014599,0.5510204081632653,0.532051282051282,0.5478260869565217,121,Grimstroke,0.47023809523809523,0.5201149425287356,0.47959183673469385,0.5426621160409556,0.4624277456647399,0.45714285714285713,100,Tusk,0.48055555555555557,0.5087209302325582,0.5016835016835017,0.5127272727272727,0.46616541353383456,0.6111111111111112,110,Phoenix,0.5512820512820513,0.4489795918367347,0.5170068027210885,0.48363636363636364,0.453125,0.4528301886792453,109,Terrorblade,0.45121951219512196,0.46794871794871795,0.5428571428571428,0.4485294117647059,0.5338345864661654,0.5555555555555556,50,Dazzle,0.4397163120567376,0.5375722543352601,0.4214876033057851,0.45217391304347826,0.3888888888888889,0.5,19,Tiny,0.47808764940239046,0.47058823529411764,0.473491773308958,0.47988505747126436,0.4883720930232558,0.5230769230769231,120,Pangolier,0.5228758169934641,0.45985401459854014,0.4897360703812317,0.4983164983164983,0.45733788395904434,0.49295774647887325
7483351947,9247354,Team Falcons,2163,Team Liquid,True,96,Centaur Warrunner,0.5163043478260869,0.4670433145009416,0.5274390243902439,0.569078947368421,0.5614035087719298,0.47540983606557374,63,Weaver,0.4897959183673469,0.47843137254901963,0.514018691588785,0.5213270142180095,0.6016949152542372,0.4057971014492754,120,Pangolier,0.5228758169934641,0.4972067039106145,0.508130081300813,0.5494505494505495,0.5416666666666666,0.42201834862385323,58,Enchantress,0.4918032786885246,0.5099601593625498,0.564625850340136,0.4896551724137931,0.6190476190476191,0.4153846153846154,79,Shadow Demon,0.5280898876404494,0.4927536231884058,0.532520325203252,0.524390243902439,0.6422764227642277,0.5420560747663551,72,Gyrocopter,0.4739583333333333,0.4309210526315789,0.46747967479674796,0.491869918699187,0.48598130841121495,0.43537414965986393,33,Enigma,0.5057471264367817,0.5245901639344263,0.5779816513761468,0.45794392523364486,0.5942028985507246,0.5846153846153846,126,Void Spirit,0.49707602339181284,0.43859649122807015,0.35772357723577236,0.4583333333333333,0.3983050847457627,0.38095238095238093,71,Spirit Breaker,0.4878048780487805,0.4725609756097561,0.5072463768115942,0.4786729857819905,0.45054945054945056,0.5103448275862069,48,Luna,0.5332197614991482,0.5310734463276836,0.5027932960893855,0.5215686274509804,0.4900398406374502,0.47560975609756095
7483336498,8291895,Tundra Esports,7422789,9Pandas,True,36,Necrophos,0.5254237288135594,0.5066666666666667,0.5045871559633027,0.46153846153846156,0.43956043956043955,0.5882352941176471,93,Slark,0.5531914893617021,0.4675324675324675,0.5149253731343284,0.5242718446601942,0.5454545454545454,0.603448275862069,53,Nature's Prophet,0.46511627906976744,0.5777202072538861,0.5759717314487632,0.5656934306569343,0.5774647887323944,0.5,42,Wraith King,0.4573170731707317,0.5286343612334802,0.4768211920529801,0.5390625,0.5603448275862069,0.6666666666666666,110,Phoenix,0.5512820512820513,0.5170068027210885,0.48363636363636364,0.453125,0.4881889763779528,0.40540540540540543,4,Bloodseeker,0.5949367088607594,0.39655172413793105,0.5,0.5945945945945946,0.3333333333333333,0.4117647058823529,21,Windranger,0.3716216216216216,0.4343065693430657,0.546875,0.48507462686567165,0.4609375,0.5384615384615384,100,Tusk,0.48055555555555557,0.42402826855123676,0.5127272727272727,0.5231788079470199,0.48623853211009177,0.47572815533980584,121,Grimstroke,0.47023809523809523,0.422279792746114,0.47959183673469385,0.4713656387665198,0.49333333333333335,0.45454545454545453,49,Dragon Knight,0.47719298245614034,0.5118110236220472,0.4225352112676056,0.5324675324675324,0.4396551724137931,0.5604395604395604
7483087507,7422789,9Pandas,2163,Team Liquid,False,138,Muerta,0.49714285714285716,0.5208333333333334,0.5135135135135135,0.5686274509803921,0.5188679245283019,0.44285714285714284,22,Zeus,0.4900990099009901,0.5111111111111111,0.5380952380952381,0.5053763440860215,0.5449101796407185,0.4696969696969697,3,Bane,0.581081081081081,0.5565217391304348,0.5483870967741935,0.5245901639344263,0.543859649122807,0.44,84,Ogre Magi,0.55893536121673,0.46368715083798884,0.4550898203592814,0.5345911949685535,0.4752475247524752,0.5294117647058824,89,Naga Siren,0.4782608695652174,0.5145631067961165,0.5319148936170213,0.5465116279069767,0.5802469135802469,0.59375,72,Gyrocopter,0.4739583333333333,0.46190476190476193,0.5363128491620112,0.4434782608695652,0.4811320754716981,0.41975308641975306,28,Slardar,0.52,0.4946236559139785,0.4854368932038835,0.5247524752475248,0.5571428571428572,0.45614035087719296,74,Invoker,0.49014084507042255,0.4864864864864865,0.4550898203592814,0.5449101796407185,0.46808510638297873,0.47540983606557374,119,Dark Willow,0.55,0.4791666666666667,0.4888888888888889,0.46540880503144655,0.45348837209302323,0.45161290322580644,67,Spectre,0.5076923076923077,0.42483660130718953,0.47058823529411764,0.5303030303030303,0.40625,0.56
7482824677,9256222,Wawitas sagazes,8668460,Blacklist Rivalry ,False,63,Weaver,0.4897959183673469,0.46808510638297873,0.5125628140703518,0.5368421052631579,0.4880952380952381,0.5307692307692308,51,Clockwerk,0.5160075329566854,0.5081967213114754,0.5083798882681564,0.4294117647058823,0.5448717948717948,0.5177304964539007,65,Batrider,0.5070422535211268,0.4866666666666667,0.592,0.4411764705882353,0.5230769230769231,0.425531914893617,26,Lion,0.4669421487603306,0.4808743169398907,0.45481049562682213,0.4864864864864865,0.46788990825688076,0.47368421052631576,28,Slardar,0.52,0.432258064516129,0.5866666666666667,0.5247524752475248,0.5604395604395604,0.5571428571428572,25,Lina,0.4763636363636364,0.5191256830601093,0.5119047619047619,0.4551282051282051,0.41333333333333333,0.408,138,Muerta,0.49714285714285716,0.4824120603015075,0.48226950354609927,0.5229357798165137,0.44285714285714284,0.47692307692307695,78,Brewmaster,0.42857142857142855,0.4631578947368421,0.5705882352941176,0.5588235294117647,0.5263157894736842,0.43956043956043955,46,Templar Assassin,0.4785714285714286,0.5451895043731778,0.4918032786885246,0.5276595744680851,0.567741935483871,0.5133333333333333,84,Ogre Magi,0.55893536121673,0.5135135135135135,0.49162011173184356,0.46923076923076923,0.4752475247524752,0.574468085106383
